filename	ind1	ind2	sample	evaluation 1	evaluation 2	agreement	superannotator
http://www.jstor.org/stable/26301314	10	2	Hypothesis 3, which posits a negative relationship between PO-fit and Turnover Intention is also supported, with a medium negative correlation coefficient of -0.368.		N	FALSE	N
http://www.jstor.org/stable/3097027	2	13	Broadly, the long-standing "person-environment fit" hypothesis claims that people tend to find work and social positions that correspond to their abilities and interests.'"	N	N	TRUE	
http://www.jstor.org/stable/43921954	21	5	This finding that economic damages are less likely to be paid through a structured settlement mechanism is consistent with the match- ing risk hypothesis, and supports H3.		N	FALSE	N
http://www.jstor.org/stable/24888200	13	10	That is, if the underreaction hypothesis is accurate, the observed post-announcement behavior would be biased towards the repurchase option being exercised.			TRUE	
http://www.jstor.org/stable/1748372	5	23	To explain the observation that hexokinase, for ex- ample, is not an efficient adenosine tri- phosphatase, Koshland proposed his "induced fit" hypothesis (32).	?	N	FALSE	N
http://www.jstor.org/stable/43965722	15	8	Hence, we reject the null hypothesis of equal predictive accuracy at the 5% level of significance if the absolute value of the DM test statistic is larger than 1.96.		N	FALSE	N
http://www.jstor.org/stable/2235317	5	15	( I It is assumed that the hypotheses under consideration are at most countably infinite.8 The goal is to maximise the posterior probability P(Hi I D): the more elaborate is Hi, the better will the hypothesis fit the data and the larger is the likelihood, P(D I Hi).		?	FALSE	
http://www.jstor.org/stable/26628649	8	21	These findings suggest that enterprise social networking tech- nologies can help individuals to more accurately identify who Hypothesis 3 was explored in multiple ways.	?	N	FALSE	N
http://www.jstor.org/stable/2488459	2	14	Consequently, the stimulus presentation mode hypothesis predicts more accurate behavioral memory and performance ratings in the two written perform- ance description conditions (regardless of the amount of performance-irrelevant information contained in the description) than in the direct observation condition (e.g.			TRUE	
http://www.jstor.org/stable/40227662	10	4	3 According to the Kolmogorov/Smirnov goodness of fit test the null hypothesis (normal distribution) had to be rejected for some variables.	N	N	TRUE	
http://www.jstor.org/stable/2431096	25	94	Multidimensional scaling by optimizing goodness of fit to a nonmetric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/1052846	15	21	In order to verify these results it is necessary to measure the degree to which the data fit the hypothesis thus set forth.		?	FALSE	
http://www.jstor.org/stable/747004	15	9	4.509 2 vs. 3 .504 .05 2 vs. 4 .699 .05 3 vs. 4 .195 NS "--No violation; 2-Semantics violated; 3-Both violated; 4-Syntax violated *Hypothesis 6 predicted that the total sentence accuracy for each subject would be ordered from least errors to most errors as follows: a) semantics violated, b) syntax violated, and c) syntax and semantics violated.			TRUE	
http://www.jstor.org/stable/23029689	15	3	Under this hypothesis, the goodness-of-fit of the model is statistically acceptable given the large sample size (n-968) with GFI=0.97.9 Further, with the confirmed common structural form of the model in the two samples, the second hypothesis states that the factor pattern in both Detroit and Chengdu is invariant, namely, the loadings on the two latent constructs (Marital Harmony and Marital Disharmony) are assumed to be equal across the samples.		N	FALSE	N
http://www.jstor.org/stable/44482305	15	9	If our hypothesis were entirely correct, all 20 democracies would fit on the diagonal of the upper-left, middle and lower-right cells.			TRUE	
http://www.jstor.org/stable/40042881	1	24	Another statistic is the Diebold-Mariano (1995) test that allows us to consider the null hypothesis of equal forecast accuracy** against the alternative hypothesis** that the forecasts from one model are more accurate than the other.	N	N	TRUE	
http://www.jstor.org/stable/26280579	7	0	L'Esprit Créateur What may be scientifically accurate (or, at least, a good hypothesis) when Fonagy's theory is applied to ordinary language and to vocal actualizations produced by speaking subjects is not at all valid when it is applied to a printed text.			TRUE	
http://www.jstor.org/stable/27647084	11	11	As will be discussed in section 3.3, there is no compel ling statistical evidence against the symmetry hypothesis and the symmetric model appears to fit the real consumption data rather well.			TRUE	
http://www.jstor.org/stable/681188	1	6	I can find no "implicit" inclusive fit- ness hypothesis in their article, but only lineal parental investment.	N	N	TRUE	
http://www.jstor.org/stable/2535161	23	31	"Empirical Studies of the Job Matching Hypothesis" in Re- search in Labor Economics, vol.	?	N	FALSE	N
http://www.jstor.org/stable/23769381	2	5	Thus, the primary objectives of the present study are two-fold: (1) to compare the developmental rates of the 69 pairs of reading-disabled and matched control children on the composite measures of reading performance and symbol processing speed; and (2) to test the hypothesis that the accuracy of predicting reading performance of reading-disabled children over a 5-year test-retest interval can be significantly improved by incorporating parental data into a prediction equation.		N	FALSE	N
http://www.jstor.org/stable/45022262	3	31	However, the focus of the cultural fit hypothesis is on the compatibility of indi- vidual level characteristics and nation level cultural norms (see Ward and Chang 1997).	N	N	TRUE	
http://www.jstor.org/stable/10.1086/231270	71	8	Chap- ter 4 introduces basic ideas of hypothesis testing and goodness of fit based on the likelihood function.	N	N	TRUE	
http://www.jstor.org/stable/1441272	6	43	These facts fit Bigelow and Schroeder's hypothesis (1948:65) that for most sharks only a few teeth are replaced at one time.			TRUE	
http://www.jstor.org/stable/48576538	7	23	(1999) Model fitting and hypothesis testing for age-specific Gerontology, 46, 355–362.		N	FALSE	N
http://www.jstor.org/stable/23599570	2	5	Therefore, an alternative version of the second hypothesis is proposed to fit the current situation.			TRUE	
http://www.jstor.org/stable/5449	12	13	It can explain the behaviour of all three southern elephant seal populations, whereas Pascal's hypothesis can only fit Kerguelen.			TRUE	
http://www.jstor.org/stable/20870123	0	13	A boreotropical migration route was supported over Indian rafting as the best fitting hypothesis to explain present-day distribution patterns within the family.			TRUE	
http://www.jstor.org/stable/708900	1	35	(7) In reinterpreting Gorgias it is necessary to use mainly Sextus since MXG does not fit the hypothesis so well.			TRUE	
http://www.jstor.org/stable/2706121	26	5	This last hypothesis does not fit quite so well into the neo-functional paradigm; indeed, that paradigm assumes/hopes for energetic and adaptive business elites.	?		FALSE	
http://www.jstor.org/stable/2489807	17	0	138 JOURNAL OF CONSUMER RESEARCH REFERENCES Anand, Punam and Brian Sternthal (1989), "Strategies for Designing Persuasive Messages: Deductions from the Resource Matching Hypothesis" in Cognitive and Af- fective Responses to Advertising, ed.	N	N	TRUE	
http://www.jstor.org/stable/687523	23	19	5 (ivb) A Formula for Greater than 0.5 Confirmation We can now state a general comparison between the degree of objective confirmation when the evidence is heuristically novel and the degree when the hypothesis is designed to fit the evidence.	?		FALSE	
http://www.jstor.org/stable/2418580	11	46	Multidimensional scaling by optimizing goodness of fit to a non- metric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/43186727	15	5	Failing to show a significant improvement in fit, this model was rejected in line with Hypothesis 5.	?	N	FALSE	N
http://www.jstor.org/stable/20389617	2	26	Such a hypothesis would fit the observations above regarding the effect of intercurrent illness and improve ment in a woman after the child-bearing period.			TRUE	
http://www.jstor.org/stable/2178549	19	8	It is true, as Mr. Lovejoy points out, that the philosopher is under a grave temptation to overhasty generalization, to forcing the facts to fit into his hypothesis, and to overlooking inconvenient exceptions.			TRUE	
http://www.jstor.org/stable/27594094	18	21	(1964), "Multidimensional Scaling by Optimizing Goodness of Fit to a Nonmetric Hypothesis" Psychometrika, 29, 1-27.	N	N	TRUE	
http://www.jstor.org/stable/3085707	10	7	Chapman, K. (1991), "Testing the Matching Hypothesis: The Case of Major League Baseball" American Economic Review, 81, 1352-1360.		N	FALSE	N
http://www.jstor.org/stable/41674642	14	5	Note that, in spite of similarities here, the KS and AD procedures are testing different hypoth- eses from that of the likelihood ratio test: as goodness-of-fit tests they examine the hypothesis that the structural form of the distribution is acceptable, but not whether the parameters are"	?	N	FALSE	N
http://www.jstor.org/stable/98539	3	9	The accuracy expected is therefore the same as in the above hypothesis, modified to apply to spherical waves (e.g.		?	FALSE	?
http://www.jstor.org/stable/1933748	1	26	Chi-square goodness of fit tests were used to test the null hypothesis that the distribution of a species was not related to the presence or absence of the other species.		N	FALSE	N
http://www.jstor.org/stable/26469248	5	225	(2011) Language style matching predicts relationship initiation and receiver hypothesis.	?	N	FALSE	N
http://www.jstor.org/stable/25764784	9	7	The nonsignificant chi-square suggests that the fit is not improved significantly, so the null hypothesis is not rejected.	?	N	FALSE	N
http://www.jstor.org/stable/20782569	13	8	A majority of the Fourth Circuit judges thought the hypothesis had failed to fit the facts and or dered an expert re-evaluation of Swaim's ability to work, in light of what they considered substantial evidence of his long-standing alcohol problems.			TRUE	
http://www.jstor.org/stable/41418546	9	30	Multidimensional scaling by optimizing goodness of fit to a nonmetric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/3480794	5	3	On the other hand, the misinvestment hypothesis seems to support the idea of market accuracy because, although shareholders might prefer payouts over the investment strategies pursued by manag- ers, the less preferred strategies can nonetheless be valued.	?		FALSE	N lub ?
http://www.jstor.org/stable/40891045	4	5	The goodness of fit test on the global model supported the hypothesis** that the model adequately fit** the data (p = 0.25).		N	FALSE	N
http://www.jstor.org/stable/41239237	6	39	Whereas we found that species latitudinal range had no significant effect on model performance, more accurate predictions were obtained for species with low thermal and elevation ranges, thus validating the hypothesis that specia- list species yield models with higher accuracy than generalist ones.		N	FALSE	N
http://www.jstor.org/stable/26497352	7	29	Significance was derived using goodness-of-fit tests under the null hypothesis of complete spatial randomness.	?	N	FALSE	N
http://www.jstor.org/stable/23674872	0	13	Genotypic segregation of the offspring based on a single locus each of SKDH and PGI fit the 1:2:1 hypothesis.			TRUE	
http://www.jstor.org/stable/2488278	8	13	This result suggests a moderator/stressor matching hypothesis.	?	N	FALSE	N
http://www.jstor.org/stable/24208646	0	43	(3) The simplifying hypothesis of a steady state does not always fit in with facts and it is therefore worthwhile looking into possible rates of condensation and disintegration for such systems.			TRUE	
http://www.jstor.org/stable/25756709	1	9	A comparison-of-fit test rejected the null hypothesis** (HO) that one curve best fits** all data sets (F4, 103 = 13.69, P < 0.0001).		N	FALSE	N
http://www.jstor.org/stable/4189216	11	37	(1990), "An Investigation into the 'Match-Up' Hypothesis in Celebrity Advertising: When Beauty May Be Only Skin Deep" Journal of Advertising, 19 (1), 4-13.	N	N	TRUE	
http://www.jstor.org/stable/26594390	5	14	Thus, instead of using null hypothesis testing, Goldstein recommends comparing two nested models’ fit with one model including and the other model omitting the relevant random effect.	?	N	FALSE	N
http://www.jstor.org/stable/2533200	3	12	3.3 Hypothesis Testing Once the full model has been fit, reduced models where constraints are placed on the parameters may be of interest.	N	N	TRUE	
http://www.jstor.org/stable/687444	7	16	They provide a convenient way to describe the fit between hypothesis and data.			TRUE	
http://www.jstor.org/stable/26403625	9	38	ICES J Mar Sci 68:1 833?1841 match hypothesis.	?	N	FALSE	N
http://www.jstor.org/stable/41725932	2	20	The mAb clearance hypothesis would fit with the dose -dependent activity of the mAbs observed in the prophylactic experiment, as it would take longer for the highest dose of mAb to drop below a protective concentration.			TRUE	
http://www.jstor.org/stable/3008262	11	44	B. KRUSKAL (1964) Multidimensional scaling by optimizing goodness of fit to a nonmetric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/353076	9	100	Forming relationships and the matching hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/749811	6	16	As shown in Table 2, the descriptive-fit measures indicate support for such a hypothesis for each of the three national samples.		N	FALSE	N
http://www.jstor.org/stable/3134053	1	26	"Bowen and Bok" they write, "claim that their data, which use very different dependent variables from ours, do not support the fit hypothesis and that the benefits of racial preferences in admissions outweigh any harm they cause.	?	N	FALSE	N
http://www.jstor.org/stable/3348349	23	8	They fit the economic tension hypothesis if economic tension is interpreted as need.			TRUE	
http://www.jstor.org/stable/40063259	5	12	The hypothesis that the models fit the data equally well is not rejected.	?	N	FALSE	N
http://www.jstor.org/stable/4188855	1	18	In addition, the Beauty Match-Up Hypothesis pro- poses that a persuasive ad presents a good Gestalt: A model whose type of beauty and associated image matches the product with which it is paired will pro- vide a coherent message, which, if consistent with the consumers' desired self-image, may enhance accep- tance of the advertisement (cf.	N	N	TRUE	
http://www.jstor.org/stable/1183034	3	13	Fortunately, this problem can be solved fairly easily either by changing the form of the null hypothesis from composite to simple to match the statistical explana- 62 JOURNAL OF ECONOMIC EDUCATION"	?	N	FALSE	N
http://www.jstor.org/stable/10.1086/231271	71	8	Chap- ter 4 introduces basic ideas of hypothesis testing and goodness of fit based on the likelihood function.	N	N	TRUE	
http://www.jstor.org/stable/1938045	5	13	To test this hypothesis for Lake Rebecca bass, we attempted to fit the observed pattern of bass growth by using daily feeding rates calculated from a constant P value rather than from field estimates of consumption.			TRUE	
http://www.jstor.org/stable/40228578	5	14	After fitting (4), the hypothesis of constant conditional mortal- ity was rejected (at the 99 percent significance level) for every data set.		?	FALSE	
http://www.jstor.org/stable/26610929	5	13	Hypothesis 2d: Hours-fit congruence will be positively related and/or degree of misfit will be negatively related to life satisfaction.	?		FALSE	N lub ?
http://www.jstor.org/stable/1868874	12	2	Yet his overall analysis of Bloch as a "hypothesis- tester" a label that would fit all scholars, does not lead us closer to what com- parative historians can claim as a method.		N	FALSE	N
http://www.jstor.org/stable/24704875	16	7	Just imagine a (human) cognitive system that—due to the fact that it uses a less-than-accurate generative model of the world—settles on the hypothesis that it is seeing a plush imitation of a tiger (viz.	N	N	TRUE	
http://www.jstor.org/stable/45101844	0	7	For maximum hip width, knee di- ameter, and weight, two skewed distributions give a better fit than one skewed distribu- tion, rejecting the null hypothesis of a single distribution even when skewness is consid- ered.		N	FALSE	N
http://www.jstor.org/stable/24700344	7	13	As predicted by the environmental matching hypothesis, Mysis had greater consumptive effects in the habitat that most closely matched its optimal thermal regime, the cooler, deeper Lucerne Basin.	?	N	FALSE	N
http://www.jstor.org/stable/2272466	18	13	By hypothesis, S(d) does not have a solution in fit .	N	?	FALSE	?
http://www.jstor.org/stable/353564	11	10	These findings fit with what has been called the "husband hypothesis" (Acitelli, 1992).			TRUE	
http://www.jstor.org/stable/2597289	4	7	The explanation offered for those districts that failed to fit the hypothesis is not convincing.			TRUE	
http://www.jstor.org/stable/27536341	3	0	TSENG 465 accurate perceptions of the occupational prestige hierarchy; hypothesis (j) that dropouts would show a significantly lower occupational aspiration level; and hypothesis (k) that occupations chosen by male school dropouts would be of significantly lower levels of responsibility and difficulty as well as of prestige.	?	N	FALSE	N
http://www.jstor.org/stable/20869239	8	30	This hypothesis would fit with the contrasted ?2011 The Authors New Phytologist ?	?	?	TRUE	
http://www.jstor.org/stable/1824454	14	3	An additional point in favor of the second hypothesis is the greater simplicity in the fitting of the equation (4) (4) y=cap+b+h d +cI+dt where y is the quantity-taken, p is the price, dp/dt is as before the rate of change of price with respect to time, I is the Index of In- TABLE II ANALYSIS OF THE DEMAND FOR STEEL, I902-3o, BY EQUATION:* y=b+ap+hp'+cI+dt (The figures preceded by ?"		N	FALSE	N
http://www.jstor.org/stable/25651504	2	3	A nonsignificant chi-square test (i.e., a probability that is greater than a defined Type I error rate) indicates that the term in the complex model and not in the simpler model is fitting sampling noise (i.e., there is support for the null hypothesis that the / of the simpler model should be selected).	N	N	TRUE	
http://www.jstor.org/stable/20773707	8	10	If Hypothesis la is accurate, then the coefficient on State A's Winning Coali tion Size should be statistically significant and negative for this coefficient reflects the effect of state A's winning coalition size when it is much weaker than state B (tech nically it has no power relative to B).			TRUE	
http://www.jstor.org/stable/2680309	1	6	Mayr, however, needed an ad hoc hypothesis to fit the species distributions in one genus, Diadema, into a pattern of allopatric speciation.			TRUE	
http://www.jstor.org/stable/2330228	4	1	Finally, a chi-sguare goodness-of-fit test can be performed under the null 7 s hypothesis of a symmetric stable distribution.	?	N	FALSE	N
http://www.jstor.org/stable/2706268	11	6	This outcome is accurately predicted by the corporate-preferences hypothesis.			TRUE	
http://www.jstor.org/stable/24608758	0	12	Adduces evidence to show that the earth was considered hemispherical, substantially filling the lower half of the ura nosphere —but most of the texts, particularly for later thinkers, fit the alter native hypothesis of a disc-shaped earth centered between the poles.			TRUE	
http://www.jstor.org/stable/monthlylaborrev.2009.10.033	8	0	fit the hypothesis that high-SES mothers are often caught equality between the amount of time spent by men and the between extreme expectations regarding their careers on amount spent by women.			TRUE	
http://www.jstor.org/stable/23580907	24	29	Testing the instructional fit hypothesis: the case of self-explanation prompts.	?	N	FALSE	N
http://www.jstor.org/stable/2460658	5	9	An individual zooid of a compound ascidian is smaller than a solitary ascidian, and the allometry hypothesis might therefore fit the case.			TRUE	
http://www.jstor.org/stable/464818	9	8	This assumption is just as hypothetical as my hypothesis since we are usually unable to match specific texts with instances of persecution that would be documented by independent sources.			TRUE	
http://www.jstor.org/stable/4616675	1	16	In this paper, we will propose goodness-of-fit test statistics respectively for the hypothesis Hs that (1) is a semi-Markov model and the hypothesis HM that (1) is a Markov model, based on i.i.d.	N	N	TRUE	
http://www.jstor.org/stable/747907	8	22	Contribution of speed is separable from that of accuracy In accord with the second hypothesis, the association among kindergarten children be- tween letter-naming speed and reading achieve- ment remains strongly positive when the contribution of letter-naming accuracy to read- ing achievement is statistically controlled.			TRUE	
http://www.jstor.org/stable/24582782	17	17	This initiator advantage appears primarily applicable interpretation appears inconsistent with the to men, this advantage is tempered by the matching hypothesis, which would predict small probability that any sent message results horizontal preferences.	?	N	FALSE	N
http://www.jstor.org/stable/45240635	23	7	At a level of significance of .10 or less, two dentists showed significant relationships, only one of whom showed a positive correlation thereby fitting the hypothesis.			TRUE	
http://www.jstor.org/stable/2490783	9	0	ACCOUNTING CHANGES AND ANALYSTS' FORECASTS 441 expected direction (percentage improvement <50 percent; negative Wil- coxon).1" Finally, in accordance with my hypothesis, actuarial changes led to significantly poorer predictive accuracy, as reflected in the last column of table 3.			TRUE	
http://www.jstor.org/stable/44371062	8	12	This hypothesis is based on Treisman's Feature Integration Theory (FIT).	N		FALSE	N
http://www.jstor.org/stable/687662	5	8	Referring to Figure 1 (or Figure 2), first suppose that the continuum of hypotheses in PAR are points on the plane of the page, while the hypotheses in LIN are points on the horizontal line running east to west, as shown.7 The predictively most accurate hypothesis in PAR is Best(PAR).		?	FALSE	
http://www.jstor.org/stable/40785196	8	7	PCLOSE >0.05 so we cannot reject the hypothesis that the model is a close-fitting model.	N	N	TRUE	
http://www.jstor.org/stable/51294	7	49	Numerous simulations of the model suggest that the hypothesis does indeed fit the observed data on L. tarentolae quite well.			TRUE	
http://www.jstor.org/stable/4129732	15	3	Though we have already demonstrated in Table 4 that the data enrichment exercise results in improved prediction accuracy, one can also test the hypothesis of scalability using a likelihood ratio test, as shown by Swait and Louviere (1993).		N	FALSE	N
http://www.jstor.org/stable/2526340	6	2	value than x2 1-2 10.092 (2) .008 1-3 19.290 (3) .004 1-4 114.400 (4) .0001 These comparisons suggest that the null hypothesis of no difference between the "goodness of fit" in Model 1 and the "goodness of fit" in each of the other three models would be rejected at less than the 1 % level of significance in each case.	N	N	TRUE	
http://www.jstor.org/stable/3390670	2	28	Second Hypothesis: If accurate information concerning the mas- culine characteristics of great musi- cians is presented to boys in the middle elementary grades then we can expect increased participation by boys in the music program.	N		FALSE	N
http://www.jstor.org/stable/3556158	1	3	Hypothesis tests for independence and goodness of fit 14.	N	N	TRUE	
http://www.jstor.org/stable/2328997	5	10	Table II reports results for tests of Hypothesis 1, that greater relative accuracy leads to All-American status.	?		FALSE	?
http://www.jstor.org/stable/27913744	6	10	This is why sections 2 and 3 indicate major fault lines of disagreement in the study of Tiberian Hebrew grammar, although every effort has been made in the present article to make such a working hypothesis as accurate as possible.	?		FALSE	
http://www.jstor.org/stable/20118792	18	9	The indeterminancy of Burley's theory with respect to impertinent propositions does not fit well with the counterfactual hypothesis, and that means that either Burley's theory is a prob lematic theory of counterfactuals (which Spade is willing to grant), or that it is not a theory of counterfactuals at all.28 One of Spade's arguments in favor of the counterfactual hypoth esis is that the procedure defined by Burley's theory of obligationes progressively constructs the possible world that is as similar as pos sible to the actual world, except for the (false) positum and its con sequences.	?		FALSE	N lub ?
http://www.jstor.org/stable/20460783	4	6	The above discussion leads to the following hypothesis: H4: The impact of the level of brandlcause fit (high versus low) on (a) attitude toward the ad, (b) attitude toward the brand, and (c) attitude toward the company will be more pronounced for individuals high (versus low) in brand consciousness.	N	?	FALSE	N
http://www.jstor.org/stable/726869	6	10	The conclusions there expressed provide sufficient grounds for suggesting here that if the diatonic scale will not serve-and the accuracy of this hypothesis is by no means established-then the modal scales seem to afford a more profitable field for experiment than Busoni's endeavours.			TRUE	
http://www.jstor.org/stable/350879	1	24	Dissimilar Lesser Positive x Value = Role-Taking Affect Systems Accuracy (+) x (-) = (-) In hypothesis II, actor, again, maintains a 656 JOURNAL OF MARRIAGE AND THE FAMILY November 1973"	N	N	TRUE	
http://www.jstor.org/stable/44721493	2	3	New materials fitting the hypothesis are then synthesized in the laboratory and evaluated- -wherever possible in inexpensive bench tests designed to simulate the problem conditions.			TRUE	
http://www.jstor.org/stable/23686373	10	9	These facts are not easy to fit into a hypothesis which ascribes the geotropic movements as due to downward migration of auxin across the plant organ and a relatively direct effect of auxin on the extensibility of the growing cell (possibly through an effect on plasticity of the cell wall).			TRUE	
http://www.jstor.org/stable/24389032	2	5	The book's clear, unshakable trajectory is its strength and, ironically, major weakness for the fictional techniques Shloss is interested in exploring ("hyperbole, distortion, allusion, analogy, the dra matization of extreme religious experience, the manipulation of judgment through narrative voice, and direct address to the reader") limit her to only the O'Connor works that best fit her hypothesis.			TRUE	
http://www.jstor.org/stable/2990094	27	13	FINAL EXPERIMENTS The few experiments which we were able to carry out after revising our methods were designed to see how far the facts would fit the hypothesis suggested above; that is, to what ex- tent certain variations with regard to the presence of a second phase in the nutrient solution would affect the growth and de- velopment of the microorganism under study.			TRUE	
http://www.jstor.org/stable/40428421	4	6	The matching is more probable under the first hypothesis than it is under the second.	?	?	TRUE	
http://www.jstor.org/stable/4250517	0	1	Progress is rapid when experi- ments are designed to test the accuracy of a working hypothesis; furthermore, work is usually much more vigorous when the supposition is controversial (32).			TRUE	
http://www.jstor.org/stable/1739687	1	25	The data show no support for the hypothesis that matching-to-sample is easier than symbolic matching (6).			TRUE	
http://www.jstor.org/stable/20412017	0	2	In fact it has been shown that a decreased serotoninergic tone in the central nervous system increases and an increased serotoninergic tone decreases sexual activity in experimental animals.-' Therefore sexual disinhibition in patients under the treatment with L-tryptophan does not fit in the available hypothesis about the role of brain serotonin for sexual behaviour.			TRUE	
http://www.jstor.org/stable/674050	18	15	1964a Multidimensional Scaling by Optimizing Goodness of Fit to a Non- metric Hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/10.1086/661552	0	265	These results supported our hypothesis that identity moderated the mediating effect of perceived fit on product evaluation.		N	FALSE	N
http://www.jstor.org/stable/2400973	7	11	A Kolmogorov-Smir- nov goodness-of-fit test may then be used to test the null hypothesis that range-chart data are compatible with co-extinction.	?	N	FALSE	N
http://www.jstor.org/stable/2720228	10	13	Thus R. F. Muth [50] states "because this hypothesis has been found empirically to fit the forma- tion of expectations about such diverse phenomena as future change in the general price level, future real incomes of consumers, and future relative prices of farm products, we might also expect the hypothesis to work for our purpose."			TRUE	
http://www.jstor.org/stable/29762812	15	10	But if a suspicious pair is identified by matching wrong answers, the null hypothesis at issue is not whether there are any suspicious pairs but whether the matching wrong answers of this particular pair could be attributed to coincidence.	?	N	FALSE	N
http://www.jstor.org/stable/2290277	0	19	This is the goodness-of-fit problem with a simple null hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/1936955	0	9	This hypothesis is well supported by the match between rates of change in hydrogen ion input and bicarbonate output.			TRUE	
http://www.jstor.org/stable/40034883	2	12	They identified two primary needs for a measure of Afrocentrism for social services with a large substance- abusing clientele: client-treatment match and hypothesis testing.	N	N	TRUE	
http://www.jstor.org/stable/2413581	10	12	One approach (Page, 1990a, 1990b) to testing a hypothesis of association is to compare the observed fit between the associate and host trees with the fit expected if the associate tree were drawn at random from the set of possible trees.	?	N	FALSE	N
http://www.jstor.org/stable/2992560	5	61	anteed to find the best-fitting hypothesis, and the algorithms are particularly vul-"	?	?	TRUE	
http://www.jstor.org/stable/23312915	3	7	We need always to keep in mind that the results of any taxonomic study are hypotheses, and the accuracy of one or another hypothesis depends on the kinds of evidence used, the types of analysis applied, and the compe tence of the researcher.			TRUE	
http://www.jstor.org/stable/40864271	7	24	If this inhibitory effect on androgen production was sustained during constant exposure, this would lead to a dominance of estrogens, which would fit the hypothesis of an estrogenic influence on uveal melanoma.			TRUE	
http://www.jstor.org/stable/1288180	75	11	If the cultural stability hypothesis accurately defines aesthetic regulation's social impetus, does it follow that the impetus is one that aesthetic policy and aesthetic jurisprudence should honor?"			TRUE	
http://www.jstor.org/stable/45106234	12	7	Strategies for designing persuasive messages: Deductions from the resource matching hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/44487779	11	0	392 James Emil Flege and Murray J. Munro The much larger Spanish versus English VOT difference for words with /i/ than for taco (31 vs. 7 ms) is consistent with the hypothesis that certain L2 sounds will be produced less accurately in cognate than noncognate words.			TRUE	
http://www.jstor.org/stable/3705466	1	28	Such a relationship would fit Greenstone's hypothesis that less predictable habitats select for higher rates of ballooning (Greenstone 1982; Coyle et al.			TRUE	
http://www.jstor.org/stable/40678282	4	14	The lack of he- lium enrichment in the weak G-band stars fits well with this hypothesis**, but cannot fit** in with the observed high Li contents of these stars.			TRUE	
http://www.jstor.org/stable/2531133	0	13	confidence intervals, hypothesis testing) and goes on to consider stratification, matching and interaction plus an overview of analysis strategies.	N	N	TRUE	
http://www.jstor.org/stable/43911885	0	1	We conducted 328 point counts in 10 plant alliances and, using goodness-of-fit tests, tested the hypothesis that bird species were randomly distributed among plant alliances.		N	FALSE	N
http://www.jstor.org/stable/23752367	14	6	Notice that the matching effect is again detectable, further motivating the matching hypothesis: for (23b) to be true, I intuitively must take my glasses as many times as I take something to read.	?	N	FALSE	N
http://www.jstor.org/stable/3036740	0	15	At times, however, Cushing's tone becomes almost hectoring, particularly in the section in which he revisits his famous "match-mis- match hypothesis."	N	N	TRUE	
http://www.jstor.org/stable/166633	0	7	Neither of these could fit the rule-of-thumb as well as his third hypothesis: that each man has the choice only of ac- cepting or passing up a "serving" in each course and that there was a probability, p, that a man will accept a given serving.			TRUE	
http://www.jstor.org/stable/40984580	3	5	To test this hypothesis, we conducted univariate behavior-genetic model fitting using MPlus software, Version 5.21 (Muthén & Muthén, 1998-2009).		N	FALSE	N
http://www.jstor.org/stable/25249355	5	81	(doi:10.1111/j.l365 2745.2005.01017.x) Maestre, F T., Valladares, F. & Reynolds, J. F. 2006 The stress-gradient hypothesis does not fit all relationships between plant-plant interactions and abiotic stress: further insights from arid environments.			TRUE	
